,userid,recipeid,comment,time
26232,2,8539,"I made it and shared it with my friends, it's worth making!",2019.03.19
26233,1,8540,"I made it and shared it with my friends, it's worth making!",2021.12.24
26234,3,8541,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26235,2,8542,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
26236,5,8543,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
26237,4,8544,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
26238,6,8545,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
26239,4,8546,"I made it and shared it with my friends, it's worth making!",2019.04.07
26240,2,8547,"I made it and shared it with my friends, it's worth making!",2019.04.07
26241,6,8548,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
26242,4,8549,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
26243,5,8550,"I made it and shared it with my friends, it's worth making!",2022.06.17
26244,2,8551,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
26245,2,8552,"I made it and shared it with my friends, it's worth making!",2019.03.19
26246,6,8553,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
26247,2,8554,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
26248,1,8555,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
26249,2,8556,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
26250,4,8557,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
26251,5,8558,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
26252,4,8559,"I made it and shared it with my friends, it's worth making!",2021.12.24
26253,1,8560,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
26254,5,8561,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
26255,4,8562,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26256,4,8563,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
26257,5,8564,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
26258,4,8565,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
26259,2,8566,"I made it and shared it with my friends, it's worth making!",2022.01.03
26260,6,8567,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
26261,4,8568,"I made it and shared it with my friends, it's worth making!",2022.01.03
26262,4,8569,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26263,1,8570,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
26264,6,8571,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
26265,1,8572,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26266,5,8573,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26267,2,8574,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
26268,5,8575,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26269,3,8576,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26270,3,8577,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26271,3,8578,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26272,2,8579,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
26273,6,8580,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26274,1,8581,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
26275,1,8582,"I made it and shared it with my friends, it's worth making!",2019.04.07
26276,2,8583,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
26277,2,8584,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
26278,6,8585,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26279,4,8586,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26280,2,8587,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26281,5,8588,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
26282,2,8589,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26283,6,8590,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
26284,1,8591,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
26285,2,8592,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
26286,5,8593,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26287,4,8594,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
26288,1,8595,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26289,1,8596,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
26290,2,8597,"I made it and shared it with my friends, it's worth making!",2019.03.19
26291,5,8598,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26292,5,8599,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
26293,5,8600,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
26294,1,8601,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26295,1,8602,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
26296,6,8603,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
26297,6,8604,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26298,1,8605,"I made it and shared it with my friends, it's worth making!",2019.04.07
26299,4,8606,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26300,4,8607,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26301,5,8608,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
26302,1,8609,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26303,5,8610,"I made it and shared it with my friends, it's worth making!",2021.12.24
26304,1,8611,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
26305,3,8612,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26306,4,8613,"I made it and shared it with my friends, it's worth making!",2019.03.19
26307,3,8614,"I made it and shared it with my friends, it's worth making!",2022.06.17
26308,4,8615,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
26309,6,8616,"I made it and shared it with my friends, it's worth making!",2022.06.17
26310,6,8617,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26311,5,8618,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26312,5,8619,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
26313,6,8620,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
26314,3,8621,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26315,3,8622,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
26316,5,8623,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
26317,1,8624,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26318,6,8625,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
26319,1,8626,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26320,5,8627,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
26321,2,8628,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
26322,5,8629,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
26323,2,8630,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26324,4,8631,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
26325,5,8632,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26326,4,8633,"I made it and shared it with my friends, it's worth making!",2022.06.17
26327,6,8634,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
26328,1,8635,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26329,5,8636,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
26330,5,8637,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
26331,4,8638,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
26332,1,8639,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26333,3,8640,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26334,3,8641,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26335,1,8642,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
26336,6,8643,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26337,4,8644,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26338,6,8645,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26339,6,8646,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
26340,4,8647,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26341,4,8648,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26342,1,8649,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26343,3,8650,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26344,5,8651,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
26345,5,8652,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
26346,3,8653,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26347,4,8654,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26348,2,8655,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26349,1,8656,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
26350,5,8657,"I made it and shared it with my friends, it's worth making!",2022.01.03
26351,4,8658,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
26352,5,8659,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26353,6,8660,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26354,5,8661,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26355,4,8662,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26356,3,8663,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
26357,5,8664,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
26358,2,8665,"I made it and shared it with my friends, it's worth making!",2020.07.28
26359,2,8666,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
26360,1,8667,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26361,3,8668,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26362,1,8669,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26363,3,8670,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26364,3,8671,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
26365,1,8672,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
26366,2,8673,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26367,3,8674,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
26368,6,8675,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
26369,5,8676,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
26370,4,8677,"I made it and shared it with my friends, it's worth making!",2021.12.24
26371,3,8678,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
26372,6,8679,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26373,2,8680,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
26374,5,8681,"I made it and shared it with my friends, it's worth making!",2022.01.03
26375,3,8682,"I made it and shared it with my friends, it's worth making!",2021.12.24
26376,2,8683,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
26377,1,8684,"I made it and shared it with my friends, it's worth making!",2021.12.24
26378,5,8685,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
26379,6,8686,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
26380,6,8687,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
26381,1,8688,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
26382,1,8689,"I made it and shared it with my friends, it's worth making!",2022.01.03
26383,4,8690,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
26384,3,8691,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
26385,1,8692,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
26386,4,8693,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
26387,2,8694,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
26388,3,8695,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26389,4,8696,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
26390,4,8697,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26391,3,8698,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
26392,5,8699,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
26393,6,8700,"I made it and shared it with my friends, it's worth making!",2019.03.19
26394,5,8701,"I made it and shared it with my friends, it's worth making!",2019.03.19
26395,1,8702,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
26396,4,8703,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
26397,1,8704,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
26398,2,8705,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
26399,3,8706,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26400,3,8707,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
26401,3,8708,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
26402,4,8709,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
26403,5,8710,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
26404,4,8711,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
26405,4,8712,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
26406,1,8713,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
26407,6,8714,"I made it and shared it with my friends, it's worth making!",2020.07.28
26408,6,8715,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26409,5,8716,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
26410,1,8717,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
26411,3,8718,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26412,6,8719,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26413,5,8720,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
26414,5,8721,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
26415,5,8722,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
26416,2,8723,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
26417,5,8724,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26418,1,8725,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26419,1,8726,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26420,6,8727,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
26421,2,8728,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
26422,5,8729,"I made it and shared it with my friends, it's worth making!",2021.12.24
26423,4,8730,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
26424,5,8731,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26425,4,8732,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
26426,5,8733,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
26427,3,8734,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
26428,1,8735,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26429,2,8736,"I made it and shared it with my friends, it's worth making!",2019.03.19
26430,6,8737,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
26431,2,8738,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
26432,1,8739,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
26433,2,8740,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26434,3,8741,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26435,6,8742,"I made it and shared it with my friends, it's worth making!",2022.01.03
26436,4,8743,"I made it and shared it with my friends, it's worth making!",2020.07.28
26437,1,8744,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
26438,1,8745,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
26439,6,8746,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26440,2,8747,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
26441,5,8748,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
26442,3,8749,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26443,2,8750,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
26444,3,8751,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26445,5,8752,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
26446,5,8753,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
26447,1,8754,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
26448,4,8755,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26449,2,8756,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26450,1,8757,"I made it and shared it with my friends, it's worth making!",2020.07.28
26451,3,8758,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
26452,4,8759,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
26453,1,8760,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26454,2,8761,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
26455,6,8762,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26456,1,8763,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
26457,2,8764,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
26458,5,8765,"I made it and shared it with my friends, it's worth making!",2020.07.28
26459,4,8766,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
26460,4,8767,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26461,3,8768,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
26462,1,8769,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
26463,4,8770,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
26464,3,8771,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
26465,3,8772,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
26466,1,8773,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
26467,1,8774,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
26468,1,8775,"I made it and shared it with my friends, it's worth making!",2020.07.28
26469,6,8776,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26470,1,8777,"I made it and shared it with my friends, it's worth making!",2022.06.17
26471,3,8778,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26472,6,8779,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
26473,4,8780,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26474,6,8781,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
26475,5,8782,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26476,3,8783,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
26477,5,8784,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26478,1,8785,"I made it and shared it with my friends, it's worth making!",2022.06.17
26479,3,8786,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26480,3,8787,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26481,1,8788,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
26482,3,8789,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
26483,5,8790,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
26484,6,8791,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26485,2,8792,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
26486,4,8793,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
26487,4,8794,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26488,2,8795,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26489,5,8796,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
26490,4,8797,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26491,3,8798,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
26492,4,8799,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
26493,6,8800,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26494,1,8801,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
26495,3,8802,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
26496,6,8803,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26497,2,8804,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26498,1,8805,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
26499,6,8806,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26500,4,8807,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26501,6,8808,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
26502,2,8809,"I made it and shared it with my friends, it's worth making!",2021.12.24
26503,5,8810,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26504,1,8811,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
26505,1,8812,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
26506,1,8813,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26507,2,8814,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
26508,2,8815,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26509,2,8816,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26510,1,8817,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26511,5,8818,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
26512,6,8819,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26513,3,8820,"I made it and shared it with my friends, it's worth making!",2019.03.19
26514,4,8821,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26515,1,8822,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
26516,1,8823,"I made it and shared it with my friends, it's worth making!",2022.01.03
26517,1,8824,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
26518,5,8825,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26519,5,8826,"I made it and shared it with my friends, it's worth making!",2022.06.17
26520,3,8827,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
26521,6,8828,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
26522,3,8829,"I made it and shared it with my friends, it's worth making!",2022.06.17
26523,5,8830,"I made it and shared it with my friends, it's worth making!",2020.07.28
26524,2,8831,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
26525,5,8832,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
26526,3,8833,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
26527,3,8834,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26528,3,8835,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26529,2,8836,"I made it and shared it with my friends, it's worth making!",2022.06.17
26530,2,8837,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26531,2,8838,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26532,4,8839,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26533,2,8840,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
26534,2,8841,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
26535,2,8842,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26536,4,8843,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
26537,1,8844,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
26538,4,8845,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
26539,5,8846,"I made it and shared it with my friends, it's worth making!",2022.01.03
26540,1,8847,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26541,1,8848,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
26542,2,8849,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
26543,5,8850,"I made it and shared it with my friends, it's worth making!",2019.03.19
26544,6,8851,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
26545,6,8852,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26546,6,8853,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
26547,6,8854,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
26548,3,8855,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
26549,2,8856,"I made it and shared it with my friends, it's worth making!",2019.04.07
